 ktime
  59
time,ms iscu,At iscc,At iscl,At ipf1,At ipf2,At ipf3,At ipf4,At ipf5,At ipf6,At ihfc,At
  1.640e+000  -4.893e+006  -7.058e+006  -4.919e+006   1.452e+006  -9.787e+005   2.085e+004 -7.702e+005  -1.150e+006   5.827e+006  -2.574e+004 
  1.690e+000  -5.266e+006  -7.247e+006  -4.789e+006   1.482e+006  -9.336e+005  -5.529e+003 -7.969e+005  -1.163e+006   6.120e+006  -2.426e+004 
  1.740e+000  -5.509e+006  -7.438e+006  -4.833e+006   1.432e+006  -9.002e+005  -3.263e+004 -8.273e+005  -1.137e+006   6.340e+006  -2.008e+004 
  1.790e+000  -5.736e+006  -7.659e+006  -4.938e+006   1.336e+006  -8.758e+005  -5.985e+004 -8.489e+005  -1.072e+006   6.167e+006  -1.670e+004 
  1.840e+000  -5.944e+006  -7.883e+006  -5.095e+006   1.218e+006  -8.569e+005  -8.776e+004 -8.476e+005  -1.006e+006   5.914e+006  -1.191e+004 
  1.890e+000  -6.132e+006  -8.108e+006  -5.287e+006   1.117e+006  -8.406e+005  -1.167e+005 -8.376e+005  -9.480e+005   5.607e+006  -7.779e+003 
  1.940e+000  -6.292e+006  -8.328e+006  -5.503e+006   1.030e+006  -8.255e+005  -1.451e+005 -8.243e+005  -9.022e+005   5.306e+006  -3.862e+003 
  1.990e+000  -6.440e+006  -8.549e+006  -5.723e+006   9.511e+005  -8.117e+005  -1.713e+005 -8.118e+005  -8.729e+005   5.085e+006  -1.139e+003 
  2.040e+000  -6.570e+006  -8.752e+006  -5.937e+006   8.933e+005  -7.976e+005  -1.944e+005 -8.007e+005  -8.533e+005   4.894e+006   6.621e+002 
  2.090e+000  -6.704e+006  -8.966e+006  -6.150e+006   8.398e+005  -7.852e+005  -2.154e+005 -7.899e+005  -8.409e+005   4.744e+006   2.450e+003 
  2.140e+000  -6.836e+006  -9.174e+006  -6.367e+006   7.907e+005  -7.737e+005  -2.329e+005 -7.793e+005  -8.361e+005   4.632e+006   2.977e+003 
  2.190e+000  -6.967e+006  -9.376e+006  -6.584e+006   7.447e+005  -7.637e+005  -2.476e+005 -7.699e+005  -8.376e+005   4.552e+006   3.059e+003 
  2.240e+000  -7.099e+006  -9.577e+006  -6.798e+006   7.024e+005  -7.552e+005  -2.604e+005 -7.611e+005  -8.413e+005   4.479e+006   3.594e+003 
  2.290e+000  -7.232e+006  -9.776e+006  -7.010e+006   6.622e+005  -7.478e+005  -2.713e+005 -7.530e+005  -8.470e+005   4.419e+006   3.433e+003 
  2.340e+000  -7.367e+006  -9.973e+006  -7.220e+006   6.227e+005  -7.414e+005  -2.806e+005 -7.457e+005  -8.539e+005   4.369e+006   2.768e+003 
  2.390e+000  -7.502e+006  -1.017e+007  -7.428e+006   5.845e+005  -7.362e+005  -2.891e+005 -7.393e+005  -8.607e+005   4.321e+006   3.176e+003 
  2.440e+000  -7.640e+006  -1.036e+007  -7.639e+006   5.493e+005  -7.316e+005  -2.970e+005 -7.339e+005  -8.669e+005   4.270e+006   3.112e+003 
  2.490e+000  -7.788e+006  -1.055e+007  -7.847e+006   5.179e+005  -7.265e+005  -3.047e+005 -7.291e+005  -8.732e+005   4.221e+006   2.988e+003 
  2.540e+000  -7.937e+006  -1.073e+007  -8.053e+006   4.878e+005  -7.206e+005  -3.120e+005 -7.247e+005  -8.794e+005   4.173e+006   2.573e+003 
  2.590e+000  -8.091e+006  -1.092e+007  -8.256e+006   4.551e+005  -7.145e+005  -3.192e+005 -7.205e+005  -8.856e+005   4.127e+006   2.677e+003 
  2.640e+000  -8.243e+006  -1.111e+007  -8.457e+006   4.208e+005  -7.077e+005  -3.262e+005 -7.164e+005  -8.910e+005   4.078e+006   2.369e+003 
  2.690e+000  -8.397e+006  -1.130e+007  -8.656e+006   3.839e+005  -7.009e+005  -3.332e+005 -7.123e+005  -8.959e+005   4.029e+006   2.243e+003 
  2.740e+000  -8.549e+006  -1.148e+007  -8.858e+006   3.468e+005  -6.935e+005  -3.401e+005 -7.082e+005  -9.000e+005   3.973e+006   2.206e+003 
  2.790e+000  -8.701e+006  -1.167e+007  -9.058e+006   3.077e+005  -6.859e+005  -3.469e+005 -7.042e+005  -9.043e+005   3.921e+006   2.203e+003 
  2.840e+000  -8.855e+006  -1.186e+007  -9.256e+006   2.674e+005  -6.781e+005  -3.537e+005 -7.003e+005  -9.083e+005   3.870e+006   2.183e+003 
  2.890e+000  -9.010e+006  -1.204e+007  -9.454e+006   2.273e+005  -6.700e+005  -3.606e+005 -6.968e+005  -9.118e+005   3.814e+006   1.668e+003 
  2.940e+000  -9.164e+006  -1.222e+007  -9.650e+006   1.860e+005  -6.619e+005  -3.677e+005 -6.935e+005  -9.148e+005   3.758e+006   1.664e+003 
  2.990e+000  -9.318e+006  -1.241e+007  -9.847e+006   1.445e+005  -6.536e+005  -3.749e+005 -6.900e+005  -9.169e+005   3.698e+006   1.572e+003 
